X:FY_Bushing-L1(N),Y:FY_Bushing-L1(N),Y:FY_Bushing-L2(N),Y:FY_Bushing-L3(N),Y:FY_Bushing-L4(N),Y:FY_Bushing-L5(N),Y:FY_Bushing-R1(N),Y:FY_Bushing-R2(N),Y:FY_Bushing-R3(N),Y:FY_Bushing-R4(N),Y:FY_Bushing-R5(N),Y:Pos1_Relative-기복회전(deg),Y:Pos1_Relative-선회회전(deg),Y:Pos_TY-인양물(mm),Y:Pos_ROLL-하부체(deg),Y:Pos_PITCH-하부체(deg),Y:Pos_YAW-하부체(deg)
20.740253,378454.17,379433.97,380411.34,381386.26,382358.70,115287.52,117860.16,120450.38,123057.81,125682.07,-2.0469286e-29,90.000000,7289.1185,-0.00036623177,0.043459189,1.0365062e-05
20.750253,378647.01,379566.75,380484.34,381399.77,382313.01,115345.03,117859.72,120391.20,122939.13,125503.15,-2.0001929e-28,90.000000,7289.1104,-0.00036642422,0.046032581,1.0078715e-05
20.760253,378790.62,379646.74,380500.99,381353.37,382203.85,115450.90,117903.59,120372.24,122856.54,125356.15,-1.7314073e-28,90.000000,7289.1026,-0.00036646625,0.048498020,9.7720156e-06
20.770253,378982.04,379774.87,380566.09,381355.70,382143.69,115520.21,117911.60,120318.16,122739.60,125175.61,1.3458006e-28,90.000000,7289.0950,-0.00036663801,0.050834541,9.4692161e-06
20.780253,379156.70,379883.16,380608.27,381332.02,382054.40,115612.24,117939.05,120280.22,122635.47,125004.52,-2.8203051e-28,90.000000,7289.0876,-0.00036674862,0.053022268,9.1501190e-06
20.790253,379318.78,379975.56,380631.24,381285.80,381939.26,115724.69,117983.44,120255.71,122541.26,124839.80,-1.0136459e-28,90.000000,7289.0806,-0.00036680799,0.055042588,8.8138448e-06
20.800253,379527.67,380113.74,380698.92,381283.22,381866.62,115806.02,117996.02,120198.72,122413.90,124641.31,2.5096413e-29,90.000000,7289.0739,-0.00036698696,0.056878338,8.4744633e-06
20.810253,379694.32,380204.35,380713.71,381222.40,381730.42,115936.55,118052.02,120179.34,122318.29,124468.67,-3.6387013e-28,90.000000,7289.0675,-0.00036702450,0.058513995,8.1064886e-06
20.820253,379894.64,380326.44,380757.76,381188.60,381618.95,116049.66,118088.61,120138.57,122199.33,124270.72,3.7711123e-28,90.000000,7289.0614,-0.00036714024,0.059935796,7.7289734e-06
20.830253,380105.03,380455.17,380805.00,381154.51,381503.70,116166.99,118125.99,120095.14,122074.26,124063.20,6.1236985e-29,90.000000,7289.0557,-0.00036726442,0.061131888,7.3346403e-06
